,0
0,-0.7536207584555478
1,-1.4394992006655138
2,-1.362555565696867
3,0.26077473298446946
4,-1.4690944705085212
5,-0.5728332641054622
6,-0.913974814339409
7,-1.4076562399806647
8,-1.3478549363256347
9,-0.9822099399831085
10,-1.4638502932269961
11,-1.199871872593786
12,-1.6103049252770723
13,-1.1477956781372756
14,-1.1280207526511898
15,-1.2325672046621807
16,-1.278597326725092
17,-1.2419880950976774
18,-1.2287945445284485
19,-1.0671832317437526
20,-1.1366353466729233
21,-1.2693604124723814
22,-1.7603616092636043
23,-1.3482882302375574
24,-1.43705418728247
25,-1.8412530137481344
26,-1.365928694666644
27,-1.2725288681553766
28,-1.3461431758771085
29,-1.5943806370644726
30,-1.2577372496061303
31,-1.003622767750316
32,-1.3108943282033991
33,-1.8083609115776975
34,-1.6104584798360737
35,-1.984132625928704
36,-1.7643429534727955
37,-2.3164674650234973
38,-1.8470529598146352
39,-2.0223500475336986
40,-1.2824777154328302
41,-1.9663662433248335
42,-1.9075325730759627
43,-2.101890759496003
44,-1.878457773176169
45,-1.916981238790587
46,-2.388540567004001
47,-2.341945800449171
48,-2.207599726149289
49,-2.187554223728035
50,-2.0175260093361795
51,-2.4241411957988483
52,-2.1097083011235878
53,-2.2127244665197905
54,-2.279025712798426
55,-2.3357702183895785
56,-2.5372437851844984
57,-2.4063509608642253
58,-2.1469194902866957
59,-2.325188546658732
60,-2.3425421873673535
61,-2.113400764825181
62,-2.4999770406740063
63,-2.3429210986248914
64,-2.4441334755286417
65,-2.6742723443434304
66,-2.596637605255869
67,-2.498526862263281
68,-2.6313489686701024
69,-2.5375850690096495
70,-2.6613796628009108
71,-2.573253725645247
72,-2.940581226858749
73,-2.9159342760438376
74,-2.94819539459463
75,-3.073468047713279
76,-3.008457378152653
77,-2.9840970859491778
78,-3.1080352648976666
79,-3.1312114974493985
80,-3.2032245086752424
81,-2.8147150885890952
82,-3.2566369716700163
83,-3.3172272659592554
84,-3.2460149855423093
85,-3.2744985219567795
86,-3.0590403990096404
87,-2.434235913376796
88,-2.0696896130062985
89,-2.021154890996679
90,-1.8213841833715618
91,-1.937474912994265
92,-1.4629231709200352
93,-1.888288313524397
94,-1.5167527797210427
95,-1.5736622295967628
96,-2.5412688066912823
97,-1.768433757754678
98,-1.674828951363691
99,-1.558807054038003
100,-1.8900334441133866
101,-2.438017367641993
102,-2.0368599785482218
103,-2.9182963454151927
104,-2.94338413091159
105,-3.0693868650265395
106,-3.0725255446707957
107,-3.008964098076942
108,-3.0786109113238838
109,-2.342952227560082
110,-2.3311672476016474
111,-2.3387517238419226
112,-2.3412726811674123
113,-2.3333862094384203
114,-2.0658814660422307
