,0
269,-2744.9757495310987
270,-2698.1626539348827
271,-2732.3318402134637
272,-2691.9088999929504
273,-2712.3796751967902
274,-2729.4038507681307
275,-2710.987204941011
276,-2707.094951486176
277,-2722.025952704107
278,-2706.535384954778
279,-2696.8662871491238
280,-2709.7860718702354
281,-2678.2348570710697
282,-2705.57938319824
283,-2717.310496149279
284,-2687.8681408886205
285,-2721.362957005017
286,-2702.7796385861925
287,-2706.177365290081
288,-2721.9491229419905
289,-2718.6688232457254
290,-2732.2903795857183
291,-2748.615043973735
292,-2737.457309225737
293,-2748.055594299367
294,-2728.080452491337
295,-2705.66587781761
296,-2742.4416791289523
297,-2746.8548117543373
298,-2751.0846470475244
299,-2751.6650996098706
300,-2760.502469505783
301,-2743.9082898336596
302,-2773.2163366990308
303,-2751.619559060258
304,-2737.139849060064
305,-2709.228045465972
306,-2668.3063980598486
307,-2668.109715242869
308,-2688.888627799922
309,-2691.8111936269233
310,-2622.602071246004
311,-2637.439401796387
312,-2665.8999775493567
313,-2616.3692465103163
314,-2638.5393254151422
315,-2628.4459815153828
316,-2606.625129124931
317,-2378.1718811055753
318,-2481.794914753847
319,-2594.507718542199
320,-2587.5203807439675
321,-2591.7614141494832
322,-2618.510889783389
323,-2520.694266872738
324,-2594.9057655516476
325,-2560.733380502433
326,-2794.8009604412064
327,-2466.7902815753973
328,-2529.590621830702
329,-2540.98500102093
330,-2571.042380878732
331,-2545.5635393962916
332,-2547.6098145335613
333,-2566.4358828650156
334,-2517.9250764589424
335,-2515.4906765208866
336,-2533.351384320824
337,-1962.4988989535398
338,-2486.962800703719
339,-2274.7115316032896
340,-1063.801822250611
341,-1767.0520834941922
342,-800.1804110118323
343,-1767.529443454893
344,-2080.295422561614
345,-1288.3811732977406
346,-1755.2130464864804
347,-1521.2682320199262
348,-1757.9258204652415
349,-1546.3503707760408
350,-1777.4635534730196
351,-1254.9421801135375
352,-1578.8585401418604
353,-1563.2807729898384
354,-1661.281782938316
355,-1432.6565834185758
356,-1440.8366672205382
357,-1426.4333518652322
358,-1821.7112156673213
359,-1591.7356132815228
360,-1722.3675795633949
361,-1542.9095957280379
362,-1829.4706611723573
363,-1524.251694264322
364,-1564.637817288319
365,-1534.3173475235617
366,-1590.9441476451323
367,-1546.8476077137166
368,-1759.5599390698221
369,-1735.9793746041278
370,-1560.1577829136897
371,-1426.8392441013555
372,-1271.696033739806
373,-1558.5172386409895
374,-1879.5671993969734
375,-1798.24066298517
376,-1966.5266791634328
377,-1253.6325533071251
378,-1805.1262728986087
379,-1207.069994314581
380,-1739.9738519640848
381,-1318.7463688673188
382,-1326.3453923591965
383,-1487.4476922415931
384,-1268.397562490038
385,-1492.7040945125489
386,-1501.0662055534829
387,-1524.0662391754097
388,-1573.1018614844359
389,-1649.5320303045805
390,-1572.3135609366143
391,-1733.071864343166
392,-1796.1403884835865
393,-1788.3704249750458
394,-1142.5334974754494
395,-1554.258980127166
396,-1541.9303425057703
397,-1586.3304621311343
398,-1192.1152815174241
399,-1224.9989404917183
400,-1719.9637564299985
401,-1510.6990288320114
402,-1785.43851418867
403,-1677.3044740776202
404,-1713.9765618889655
405,-1486.7090934012929
406,-1187.217161317546
407,-1548.8556048688845
408,-1877.4800063577736
409,-1489.862234272078
410,-1778.0792492681223
411,-1641.0872769929715
412,-1658.5547908058843
413,-1723.31050343099
414,-1743.3124074355055
415,-1225.8354629525072
416,-1410.7778839540485
417,-1293.0975343021023
418,-1873.2158896678777
419,-1828.3711597610193
420,-1811.7771444105497
421,-1832.4535074217276
422,-1218.0847434608431
423,-2170.1817854575393
424,-2236.222828935208
425,-2224.4823744990667
426,-2149.9767051082877
427,-1533.9835983306339
428,-1218.129880801078
429,-2026.7036494487184
430,-1822.473412882128
431,-1242.7964978755344
432,-1079.2990319440273
433,-1096.9590064937502
434,-1199.322852832807
435,-1005.2625232334926
436,-1201.8107773352592
437,-2262.855270895892
438,-1177.0566332787632
439,-965.581776202794
440,-1496.5874299174989
441,-1256.5435724071435
442,-1146.0338936557603
443,-1267.5650497447025
444,-1011.3981485083989
445,-1209.539919921632
446,-1058.4132897544034
447,-1256.5431140348946
448,-1051.8140169913254
449,-1252.9480096951738
450,-1272.9761778313982
451,-1193.8582347200718
452,-1094.254781569654
453,-1261.8826763067448
454,-968.524557177472
455,-1777.232107164119
456,-1489.3632011727555
457,-1186.856270966429
458,-967.8552502918768
459,118.00390253176764
460,43.77212908478301
461,91.59890662146486
462,248.2000745258688
463,105.50342907763071
464,157.01505619934233
465,87.19672937322264
466,79.2578740709071
467,96.46469328514598
468,94.89402875363562
469,104.47225522027028
470,128.28693459780874
471,147.50726970864687
472,164.64723422733667
473,105.87416617435578
474,89.31192479987787
475,97.23176678946884
476,86.28839161998363
477,26.764463445696908
478,98.01514931861468
479,80.42162345016813
480,72.76900123822898
481,21.82011807469607
482,10.346336881953153
483,67.02822034162836
484,84.41492715766705
485,10.198692987294681
486,1.8260102142735377
487,19.141156119043185
488,11.35927452331098
489,-26.133148583522612
490,68.54834305476449
491,-16.670846964544374
492,105.01061131820514
493,-25.424308445690034
494,-21.251319946221027
495,89.50196944386212
496,56.868831369328305
497,68.03634305221024
498,-14.434947024873896
499,94.12450889548684
500,70.08093382275185
501,111.51712419981148
502,69.27460645406724
503,205.80466325848923
504,110.8013037559988
505,70.82563340270292
506,-29.395731946918968
507,-30.223403891971994
508,-11.791932731035857
509,-6.671798623987744
510,-48.249597655985006
511,-9.109446692751654
512,-9.55173695617924
513,-12.01266101276822
514,-50.908761976661985
515,81.86252768778397
516,-8.857894439839397
517,-10.015168791465019
518,-9.494189957451786
519,-5.3261617182540775
520,-19.368017046707664
521,-33.48667579368966
522,-57.442584124735475
523,-4.665635889160862
524,-8.578087583041398
525,-4.9169338724064335
526,-7.006644024099679
527,-9.838023328561606
528,-8.500556111053228
529,-11.000321721880523
530,-18.877954992298832
531,-14.68898740914791
532,-28.36625641311249
533,-19.670597023760156
534,-15.284797937611373
535,-13.312891914353475
536,-16.271247578736407
537,-8.818155933535785
538,-15.571146427267351
539,-15.127926759626593
540,-14.271117756161349
541,-10.363515606377982
542,-11.450665897459231
543,-12.695912986572981
544,-16.554388239746384
545,-7.111427703037052
546,-8.417045293176914
547,-17.110447288289343
548,-12.62416364880106
549,-11.655269471361883
550,-13.274768981140953
551,-15.111113524372094
552,-16.542133866204786
553,-15.101140477198395
554,-9.117146112112486
555,-14.252563591970148
556,-10.3065421785454
557,2.929203774405207
558,7.345865016948481
559,3.3914428545479076
560,-12.821511392901051
561,-21.450219546488228
562,-14.443628762521307
563,-13.64516323811852
564,-9.573418687786958
565,-21.563946394869813
566,-15.367550017555846
567,-21.75231778249236
568,-19.713052847800512
569,-23.98166192220033
570,-27.459766949204443
571,-23.76961440361767
572,-27.494800991695016
573,-20.811183451010752
574,-18.708773743550232
575,-19.6160141133937
576,-14.10786542090824
577,-20.72229339072505
578,-20.500690025510217
579,-19.435266727806233
580,-9.73610198259723
581,-12.735758964668005
582,-11.665066964353526
583,-3.9150262845398456
584,2.509118438159218
585,-8.209418868913431
586,-1.1496955536938853
587,2.3814562628049156
588,-15.407687919109085
589,-16.486431479126917
590,-9.995110995127515
591,-6.638400990416246
592,-8.260681768102874
593,-25.457009987549398
594,-15.106440593106228
595,-14.949108648365595
596,-9.642636304454829
597,-12.35951056231566
598,-9.46820834352051
599,-5.7123070314039825
600,6.891227487035896
601,15.853064221627704
602,12.154382700872741
603,2.282774887051697
604,-6.422363813105957
605,6.152375611028013
606,-10.546405472593726
607,-21.405612185443065
608,-16.269587055516524
609,-15.697177820004285
610,-12.714798170035007
611,-6.6444981715108895
612,-20.239775060113992
613,-16.564700787829604
614,-16.43183240199065
615,-8.231552203785526
616,16.325715444407415
617,105.94745088621657
618,15.352794430928453
619,3.1925252237526847
620,-3.175505386254644
621,-2.712143099763744
622,-10.58421943914054
623,-1.7666152916020779
624,-11.439452299192684
625,6.932465614895603
626,6.336927966624919
627,-5.378591691309665
628,0.4953267641665038
629,7.6581052173158914
630,11.876081796589077
631,14.00033577783185
632,21.31005020661612
633,72.40621878001237
634,48.57885803545564
635,94.49691071904725
636,79.66778679625065
637,50.2713680270104
638,71.08384585367929
639,86.51384005948279
640,82.42903009656634
641,78.81933187570895
642,86.37592272177443
643,72.93739090384324
644,92.99976428055844
645,78.1688723621926
646,67.70943278224703
647,92.32855172354385
648,79.55730978119013
649,111.12119642479621
650,122.80635937865269
651,112.31396643419703
652,-75.72428205016031
653,138.34606838294943
654,162.0992587683237
655,79.70928355975622
656,124.19707271907484
657,114.86097844627305
658,221.78015041139898
659,116.13024792661548
660,16.50720417002641
661,117.1851146621958
662,39.800760332166284
663,147.63099342063248
664,157.58100882603827
665,128.50329751545698
666,130.20002475288356
667,95.90566759048056
668,100.57811151607638
669,117.16747419674252
670,102.59771476644656
671,118.93082860618445
672,109.78656435356736
673,111.6254617232625
674,120.01938729036947
