,0
1638,54
1639,50
1640,49
1641,49
1642,52
1643,49
1644,109
1645,53
1646,59
1647,54
1648,51
1649,50
1650,51
1651,51
1652,50
1653,47
1654,60
1655,55
1656,108
1657,61
1658,51
1659,48
1660,50
1661,50
1662,65
1663,115
1664,72
1665,52
1666,54
1667,46
1668,46
1669,48
1670,58
1671,57
1672,55
1673,48
1674,49
1675,46
1676,52
1677,56
1678,51
1679,49
1680,59
1681,52
1682,49
1683,58
1684,61
1685,54
1686,57
1687,60
1688,56
1689,49
1690,57
1691,51
1692,53
1693,56
1694,52
1695,57
1696,65
1697,51
1698,54
1699,54
1700,54
1701,52
1702,55
1703,57
1704,57
1705,60
1706,60
1707,52
1708,55
1709,59
1710,70
1711,48
1712,53
1713,53
1714,61
1715,55
1716,69
1717,62
1718,60
1719,64
1720,59
1721,100
1722,61
1723,53
1724,53
1725,54
1726,61
1727,63
1728,63
1729,56
1730,110
1731,64
1732,51
1733,55
1734,55
1735,56
1736,52
1737,53
1738,56
1739,52
1740,59
1741,51
1742,64
1743,63
1744,50
1745,57
1746,55
1747,57
1748,77
1749,57
1750,50
1751,44
1752,56
1753,59
1754,59
1755,56
1756,49
1757,45
1758,51
1759,51
1760,51
1761,65
1762,64
1763,75
1764,61
1765,65
1766,65
1767,65
1768,62
1769,77
1770,64
1771,78
1772,51
1773,50
1774,46
1775,47
1776,50
1777,51
1778,54
1779,56
1780,58
1781,58
1782,56
1783,53
1784,60
1785,66
1786,66
1787,68
1788,60
1789,50
1790,48
1791,46
1792,49
1793,52
1794,58
1795,54
1796,55
1797,50
1798,46
1799,52
1800,60
1801,58
1802,64
1803,70
1804,60
1805,59
1806,51
1807,56
1808,58
1809,59
1810,59
1811,69
1812,55
1813,56
1814,64
1815,61
1816,53
1817,54
1818,76
1819,148
1820,132
1821,68
1822,48
1823,43
1824,54
1825,57
1826,53
1827,47
1828,50
1829,51
1830,55
1831,53
1832,55
1833,61
1834,51
1835,58
1836,54
1837,49
1838,59
1839,58
1840,53
1841,50
1842,53
1843,59
1844,45
1845,45
1846,55
1847,50
1848,56
1849,49
1850,51
1851,50
1852,51
1853,56
1854,59
1855,56
1856,53
1857,64
1858,53
1859,49
1860,47
1861,51
1862,60
1863,53
1864,48
1865,60
1866,52
1867,50
1868,54
1869,48
1870,51
1871,50
1872,51
1873,52
1874,63
1875,50
1876,60
1877,55
1878,47
1879,62
1880,52
1881,57
1882,56
1883,54
1884,57
1885,48
1886,53
1887,60
1888,51
1889,48
1890,45
1891,55
1892,58
1893,53
1894,54
1895,60
1896,55
1897,62
1898,60
1899,59
1900,53
1901,50
1902,49
1903,54
1904,51
1905,50
1906,48
1907,49
1908,55
1909,61
1910,56
1911,56
1912,65
1913,53
1914,54
1915,66
1916,49
1917,52
1918,55
1919,55
1920,54
1921,49
1922,63
1923,51
1924,55
1925,54
1926,49
1927,51
1928,49
1929,51
1930,49
1931,50
1932,55
1933,60
1934,55
1935,61
1936,52
1937,59
1938,55
1939,45
1940,48
1941,57
1942,52
1943,53
1944,54
1945,51
1946,49
1947,51
1948,48
1949,53
1950,51
1951,46
1952,48
1953,44
1954,53
1955,47
1956,57
1957,48
1958,47
1959,47
1960,49
1961,51
1962,51
1963,48
1964,48
1965,53
1966,49
1967,50
1968,46
1969,52
1970,50
1971,50
1972,55
1973,55
1974,52
1975,50
1976,49
1977,49
1978,49
1979,52
1980,52
1981,46
1982,49
1983,48
1984,51
1985,48
1986,45
1987,47
1988,49
1989,44
1990,40
1991,122
1992,50
1993,45
1994,44
1995,48
1996,50
1997,47
1998,45
1999,44
2000,55
2001,51
2002,53
2003,43
2004,58
2005,58
2006,61
2007,53
2008,50
2009,48
2010,48
2011,48
2012,45
2013,50
2014,48
2015,48
2016,50
2017,54
2018,51
2019,49
2020,50
2021,51
2022,43
2023,44
2024,47
2025,45
2026,45
2027,51
2028,50
2029,50
2030,45
2031,46
2032,45
2033,48
2034,61
2035,58
2036,54
2037,49
2038,48
2039,53
2040,50
2041,107
2042,52
2043,53
2044,116
2045,47
2046,47
2047,62
2048,57
2049,51
2050,53
2051,45
2052,44
2053,42
2054,47
2055,98
2056,52
2057,50
2058,44
2059,44
2060,48
2061,41
2062,39
2063,42
2064,56
2065,51
2066,48
2067,46
2068,50
2069,59
2070,57
2071,51
2072,43
2073,49
2074,46
2075,50
2076,52
2077,89
2078,54
2079,47
2080,52
2081,51
2082,50
2083,57
2084,50
2085,52
2086,49
2087,60
2088,54
2089,51
2090,51
2091,50
2092,52
2093,47
2094,51
2095,50
2096,45
2097,51
2098,48
2099,48
2100,54
2101,49
2102,104
2103,103
2104,103
2105,99
2106,112
2107,56
2108,50
2109,51
2110,94
2111,54
2112,53
2113,53
2114,45
2115,49
2116,51
2117,46
2118,46
2119,45
2120,45
2121,49
2122,49
2123,50
2124,54
2125,49
2126,48
2127,47
2128,49
2129,53
2130,88
2131,98
2132,64
2133,101
2134,57
2135,49
2136,92
2137,90
2138,86
2139,52
2140,52
2141,98
2142,52
2143,57
2144,50
2145,55
2146,102
2147,56
2148,50
2149,58
2150,46
2151,46
2152,48
2153,51
2154,55
2155,58
2156,48
2157,48
2158,94
2159,93
2160,56
2161,89
2162,106
2163,58
2164,55
2165,53
2166,50
2167,49
2168,51
2169,108
2170,94
2171,100
2172,57
2173,62
2174,54
2175,49
2176,52
2177,49
2178,87
2179,89
2180,60
2181,97
2182,52
2183,47
2184,51
2185,50
2186,93
2187,94
2188,56
2189,49
2190,49
2191,98
2192,101
2193,105
2194,94
2195,110
2196,93
2197,63
2198,54
2199,51
2200,47
2201,51
2202,91
2203,51
2204,49
2205,119
2206,102
2207,64
2208,105
2209,58
2210,46
2211,91
2212,106
2213,99
2214,92
2215,65
2216,96
2217,54
2218,47
2219,48
2220,52
2221,55
2222,53
2223,86
2224,50
2225,52
2226,52
2227,54
2228,53
2229,93
2230,62
2231,52
2232,52
2233,44
2234,50
2235,53
2236,54
2237,102
2238,100
2239,62
2240,47
2241,53
2242,95
2243,58
2244,51
2245,52
2246,50
2247,57
2248,53
2249,51
2250,47
2251,48
2252,47
2253,49
2254,93
2255,48
2256,51
2257,94
2258,108
2259,51
2260,104
2261,52
2262,52
2263,94
2264,49
2265,46
2266,49
2267,46
2268,47
2269,58
2270,55
2271,43
2272,46
2273,49
2274,54
2275,56
2276,122
2277,56
2278,110
2279,120
2280,125
2281,118
2282,121
2283,104
2284,108
2285,117
2286,125
2287,55
2288,106
2289,57
2290,57
2291,58
2292,47
2293,49
2294,44
2295,54
2296,52
2297,50
2298,54
2299,49
2300,48
2301,49
2302,47
2303,46
2304,52
2305,49
2306,98
2307,104
2308,107
2309,100
2310,114
2311,125
2312,120
2313,123
2314,120
2315,59
2316,67
2317,53
2318,54
2319,59
2320,56
2321,102
2322,120
2323,60
2324,126
2325,138
2326,63
2327,114
2328,102
2329,66
2330,60
2331,111
2332,53
2333,39
2334,42
2335,40
2336,36
2337,39
2338,38
2339,42
2340,103
2341,131
2342,133
2343,62
2344,59
2345,45
2346,58
2347,55
2348,60
2349,51
2350,55
2351,54
2352,53
2353,57
2354,51
2355,53
2356,61
2357,96
2358,58
2359,61
2360,96
2361,60
2362,48
2363,49
2364,61
2365,101
2366,59
2367,59
2368,61
2369,51
2370,54
2371,51
2372,56
2373,49
2374,53
2375,51
2376,59
2377,55
2378,53
2379,48
2380,51
2381,52
2382,51
2383,53
2384,56
2385,66
2386,56
2387,65
2388,98
2389,70
2390,66
2391,70
2392,50
2393,36
2394,40
2395,41
2396,43
2397,47
2398,45
2399,53
2400,53
2401,57
2402,60
2403,60
2404,63
2405,70
2406,71
2407,152
2408,210
2409,203
2410,61
2411,56
2412,52
2413,51
2414,51
2415,65
2416,61
2417,55
2418,54
2419,54
2420,60
2421,56
2422,51
2423,36
2424,39
2425,43
2426,35
2427,37
2428,37
2429,39
2430,37
2431,40
2432,41
2433,35
2434,40
2435,38
2436,45
2437,38
2438,42
2439,37
2440,41
2441,43
2442,38
2443,37
2444,37
2445,40
2446,42
2447,39
2448,40
2449,39
2450,38
2451,38
2452,40
2453,39
2454,35
2455,41
2456,40
2457,38
2458,40
2459,39
2460,39
2461,40
2462,39
2463,39
2464,39
2465,38
2466,40
2467,39
2468,41
2469,39
2470,37
2471,38
2472,40
2473,42
2474,36
2475,37
2476,34
2477,38
2478,39
2479,37
2480,39
2481,44
2482,44
2483,44
2484,49
2485,80
2486,48
2487,44
2488,45
2489,44
2490,43
2491,45
2492,46
2493,44
2494,44
2495,46
2496,45
2497,43
2498,48
2499,44
2500,42
2501,48
2502,42
2503,43
2504,53
2505,52
2506,51
2507,53
2508,52
2509,52
2510,58
2511,63
2512,64
2513,68
2514,71
2515,65
2516,97
2517,92
2518,500
2519,156
2520,132
2521,161
2522,125
2523,133
2524,138
2525,83
2526,369
2527,130
2528,133
2529,239
2530,126
2531,55
2532,298
2533,57
2534,72
2535,154
2536,86
2537,83
2538,162
2539,166
2540,289
2541,178
2542,152
2543,500
2544,198
2545,159
2546,233
2547,63
2548,81
2549,83
2550,73
2551,76
2552,41
2553,35
2554,32
2555,32
2556,38
2557,33
2558,36
2559,44
2560,40
2561,34
2562,39
2563,32
2564,32
2565,32
2566,27
2567,31
2568,33
2569,39
2570,34
2571,33
2572,32
2573,40
2574,161
2575,34
2576,34
2577,34
2578,38
2579,35
2580,42
2581,65
2582,226
2583,103
2584,500
2585,500
2586,500
2587,500
2588,500
2589,355
2590,489
2591,500
2592,468
2593,394
2594,500
2595,138
2596,400
2597,500
2598,287
2599,500
2600,500
2601,500
2602,500
2603,487
2604,163
2605,500
2606,434
2607,496
2608,500
2609,500
2610,500
2611,500
2612,500
2613,500
2614,500
2615,500
2616,500
2617,500
2618,500
2619,500
2620,500
2621,68
2622,500
2623,328
2624,500
2625,500
2626,500
2627,500
2628,251
2629,326
2630,123
2631,181
2632,292
2633,294
2634,476
2635,165
2636,447
2637,485
2638,500
2639,115
2640,487
2641,452
2642,177
2643,432
2644,109
2645,215
2646,494
2647,208
2648,239
2649,231
2650,162
2651,212
2652,48
2653,102
2654,51
2655,136
2656,128
2657,140
2658,157
2659,122
2660,210
2661,89
2662,131
2663,193
2664,56
2665,238
2666,168
2667,159
2668,58
2669,115
2670,110
2671,122
2672,206
2673,147
2674,178
2675,179
2676,59
2677,61
2678,62
2679,60
2680,55
2681,56
2682,62
2683,56
2684,91
2685,196
2686,100
2687,142
2688,216
2689,78
2690,86
2691,53
2692,53
2693,50
2694,117
2695,73
2696,148
2697,49
2698,49
2699,86
2700,83
2701,50
2702,97
